,0,1,2,3,4,5,6,7
0,",",PUNCT,2593208677638477497,12160,Donc,ADV,14176422658485151661,12160
1,La,DET,6239908149323985340,12160,la,DET,6804705863737483857,12160
2,primera,ADJ,7070894873218415832,12160,première,ADJ,17888992579011702209,12160
3,pregunta,NOUN,4649682638661680852,12160,question,NOUN,10779227342117629034,12160
4,es,AUX,10343076919720641053,12160,est,AUX,14619786160612475726,12160
5,¿,PUNCT,3095673970880011110,12160,",",PUNCT,2593208677638477497,12160
6,siquiera,ADV,6342637334616700271,14160,pourquoi,ADV,10296499511166091654,12160
7,por,ADP,18244196334509357400,12160,avons,AUX,12697074425369119824,12160
8,?,PUNCT,8205403955989537350,14160,-,PUNCT,9153284864653046197,12160
9,qué,PRON,2438889091638947136,12160,nous,PRON,15994519860812886258,12160
10,preocuparnos,ADJ,12209823702338873073,14160,besoin,NOUN,12252680556367920533,12160
11,por,ADP,18244196334509357400,14160,de,ADP,11144093025662894627,12160
12,Qué,PRON,15959444434087193889,17160,nous,PRON,15994519860812886258,14160
13,necesitamos,VERB,15994258948504467518,12160,inquiéter,VERB,8038319177901520823,14160
14,de,ADP,11144093025662894627,14160,de,ADP,11144093025662894627,14160
15,una,DET,1019041181156623609,14160,la,DET,6804705863737483857,14160
16,amenaza,NOUN,11364632504711825905,14160,menace,NOUN,13389801723153828189,14160
17,pandemia,PROPN,61843097661406499,14160,d',ADP,18329478872494918915,14160
18,lo,DET,12507729120330568444,17160,une,DET,16752500866415647,14160
19,es,AUX,10343076919720641053,17160,pandémie,NOUN,15828976644213403862,14160
20,¿,PUNCT,3095673970880011110,17160,?,PUNCT,8205403955989537350,14160
21,?,PUNCT,8205403955989537350,17160,Qu',,2973740457338173844,17160
22,preocupa,VERB,7019395350163506547,17160,est,,14619786160612475726,17160
23,nos,PRON,6968452539944589995,17160,-ce,PRON,18265511929968616396,17160
24,que,PRON,11474801393294414462,17160,qui,PRON,18025162834834030610,17160
25,nosotros,PRON,8669422429569711216,19160,nous,PRON,15994519860812886258,17160
26,digo,VERB,9475697744358372104,19160,inquiète,VERB,8007122249326475033,17160
27,"""",PUNCT,15884554869126768810,19160,?,PUNCT,8205403955989537350,17160
28,Cuando,SCONJ,15264642694225760754,19160,Quand,SCONJ,7762459376893381567,19160
29,",",PUNCT,2593208677638477497,19160,je,PRON,8612506203511071854,19160
30,estoy,VERB,14706404543211496139,19160,dis,VERB,4487820539454636764,19160
31,"""",PUNCT,15884554869126768810,19160,',PUNCT,11221368173670222813,19160
32,en,ADP,14626626061804382878,19160,nous,PRON,15994519860812886258,19160
33,Consejo,PROPN,11412545865913499660,19160,',PUNCT,11221368173670222813,19160
34,.,PUNCT,12646065887601541794,19160,",",PUNCT,2593208677638477497,19160
35,de,ADP,11144093025662894627,19160,je,PRON,8612506203511071854,19160
36,Relaciones,PROPN,4317268232012971978,19160,travaille,VERB,9210213337253263996,19160
37,Estamos,AUX,26823624463265950,22160,au,X,11216685815786043991,19160
38,Exteriores,PROPN,731485590835354887,19160,Conseil,PROPN,10265832328710632600,19160
39,el,DET,11488171005156075516,19160,des,DET,6923696665978021163,19160
40,comunidad,NOUN,15406692925048320436,22160,Relations,NOUN,779799463740752564,19160
41,preocupados,ADJ,9859431801432454027,22160,Étrangères,ADJ,3083965413936772898,19160
42,",",PUNCT,2593208677638477497,22160,.,PUNCT,12646065887601541794,19160
43,en,ADP,14626626061804382878,22160,Nous,PRON,5584058749415059490,22160
44,nacional,PROPN,10595106434752522744,22160,nous,PRON,15994519860812886258,22160
45,seguridad,PROPN,18284878916134882390,22160,inquiétons,VERB,7154594526574757687,22160
46,de,ADP,11144093025662894627,22160,dans,ADP,6959196919681770914,22160
47,la,DET,6804705863737483857,22160,la,DET,6804705863737483857,22160
48,y,CONJ,9409450202036847209,24160,communauté,NOUN,11232955488055838349,22160
49,por,ADP,18244196334509357400,24160,de,ADP,11144093025662894627,22160
50,la,DET,6804705863737483857,24160,la,DET,6804705863737483857,22160
51,supuesto,NOUN,7694521523171205296,24160,sécurité,NOUN,10202354863308806566,22160
52,en,ADP,14626626061804382878,24160,nationale,ADJ,12971672005202841294,22160
53,",",PUNCT,2593208677638477497,22160,",",PUNCT,2593208677638477497,22160
54,comunidad,NOUN,15406692925048320436,24160,et,CCONJ,13620178847145827813,24160
55,y,CONJ,9409450202036847209,24160,bien,ADV,8265441118321635764,24160
56,biología,NOUN,1086843110470986686,24160,entendu,VERB,15313836511946893761,24160
57,de,ADP,11144093025662894627,24160,dans,ADP,6959196919681770914,24160
58,pública,ADJ,3412695260386240264,24160,la,DET,6804705863737483857,24160
59,salud,NOUN,12538927558137840526,24160,communauté,NOUN,11232955488055838349,24160
60,de,ADP,11144093025662894627,24160,de,ADP,11144093025662894627,24160
61,La,DET,6239908149323985340,27160,la,DET,6804705863737483857,24160
62,globalización,NOUN,10358381098417915669,27160,biologie,NOUN,13933502706335529891,24160
63,.,PUNCT,12646065887601541794,24160,et,CCONJ,13620178847145827813,24160
64,ha,AUX,8521863001484601166,27160,dans,ADP,6959196919681770914,24160
