,0,1,2,3,4,5,6,7
0,Imagínense,PROPN,14564241385277267087,15260,Donc,ADV,14176422658485151661,15260
1,0,0,0,0,",",PUNCT,2593208677638477497,15260
2,calle,NOUN,16704127896150882460,15260,imaginez,NOUN,16767360629183250212,15260
3,en,ADP,14626626061804382878,15260,que,SCONJ,11474801393294414462,15260
4,que,PRON,11474801393294414462,15260,vous,PRON,6151699640482831038,15260
5,están,AUX,9329291831938041508,15260,êtes,AUX,16603492929472111640,15260
6,de,ADP,11144093025662894627,15260,dans,ADP,6959196919681770914,15260
7,una,DET,1019041181156623609,15260,une,DET,16752500866415647,15260
8,EE,PROPN,6702891753683598627,15260,rue,NOUN,1600022232775905492,15260
9,",",PUNCT,2593208677638477497,15260,",",PUNCT,2593208677638477497,15260
10,0,0,0,0,n',ADV,6790753473526118935,15260
11,0,0,0,0,importe,VERB,16677760881087293303,15260
12,0,0,0,0,où,PRON,779685322035147723,15260
13,0,0,0,0,en,ADP,14626626061804382878,15260
14,UU,PROPN,18036911186515040176,15260,Amérique,PROPN,13791245821130023196,15260
15,y,CONJ,9409450202036847209,19260,et,CCONJ,13620178847145827813,19260
16,un,DET,12188161997964598936,19260,un,DET,12188161997964598936,19260
17,japonés,NOUN,4488771090491386072,19260,Japonais,NOUN,13651905634371847184,19260
18,se,PRON,9839690450034771972,19260,vient,VERB,14699395391112170080,19260
19,acerca,ADV,4355306406960221317,19260,vers,ADP,8756464630490101817,19260
20,les,PRON,5902437463952755554,19260,vous,PRON,6151699640482831038,19260
21,y,CONJ,9409450202036847209,19260,et,CCONJ,13620178847145827813,19260
22,les,PRON,5902437463952755554,19260,vous,PRON,6151699640482831038,19260
23,dice,VERB,14840232511926861974,19260,dit,VERB,17081335077687568740,19260
24,0,0,0,0,:,PUNCT,11532473245541075862,19260
25,"""",PUNCT,15884554869126768810,22260,"""",PUNCT,15884554869126768810,22260
26,Perdone,PROPN,9069450984846407478,22260,Excusez,PROPN,12526631549992326948,22260
27,",",PUNCT,2593208677638477497,22260,-,PUNCT,9153284864653046197,22260
28,cómo,PRON,8106224997027377807,22260,moi,PRON,3970053486024285833,22260
29,¿,PUNCT,3095673970880011110,22260,",",PUNCT,2593208677638477497,22260
30,se,PRON,9839690450034771972,22260,quel,ADJ,7522534266403931311,22260
31,llama,VERB,10178042602320072607,22260,est,AUX,14619786160612475726,22260
32,esta,DET,5821559423218928566,22260,le,DET,13361843836202591494,22260
33,manzana,NOUN,4982310742655693496,22260,nom,NOUN,751911822112918705,22260
34,0,0,0,0,de,ADP,11144093025662894627,22260
35,0,0,0,0,ce,DET,5293259605002647980,22260
36,0,0,0,0,bloc,NOUN,1672043287651859424,22260
37,"""",PUNCT,15884554869126768810,22260,?,PUNCT,8205403955989537350,22260
38,?,PUNCT,8205403955989537350,22260,"""",PUNCT,15884554869126768810,22260
39,Y,CONJ,16961793518281001049,24260,Et,CCONJ,1620920187821177431,24260
40,le,PRON,13361843836202591494,24260,vous,PRON,6151699640482831038,24260
41,contestan,VERB,9717501813191040452,24260,dites,VERB,9067496257811328244,24260
42,siento,VERB,16665256539256324142,24260,:,PUNCT,11532473245541075862,24260
43,"""",PUNCT,15884554869126768810,24260,"""",PUNCT,15884554869126768810,24260
44,Uds.,PROPN,15662192352283334821,24260,Excusez,PROPN,12526631549992326948,24260
45,Lo,PRON,3892584616005055440,24260,moi,PRON,3970053486024285833,24260
46,.,PUNCT,12646065887601541794,24260,.,PUNCT,12646065887601541794,24260
47,Esta,PRON,17550470709053160143,24260,Eh,INTJ,11973742372338630927,24260
48,es,AUX,10343076919720641053,24260,bien,ADV,8265441118321635764,24260
49,",",PUNCT,2593208677638477497,24260,",",PUNCT,2593208677638477497,24260
50,la,DET,6804705863737483857,24260,cette,DET,13014437646612957149,24260
51,calle,NOUN,16704127896150882460,24260,rue,NOUN,1600022232775905492,24260
52,es,AUX,10343076919720641053,24260,cest,AUX,9701969361467893879,24260
53,0,0,0,0,Oak,X,9808866210606766927,24260
54,Roble,PROPN,6501223532637813043,24260,Street,PROPN,11849903144683346075,24260
55,la,DET,6804705863737483857,24260,",",PUNCT,2593208677638477497,24260
56,calle,NOUN,16704127896150882460,24260,et,CCONJ,13620178847145827813,24260
57,esa,PRON,12150002208949237779,24260,celle,PRON,12052992585791594224,24260
58,.,PUNCT,12646065887601541794,24260,-,PUNCT,9153284864653046197,24260
59,0,0,0,0,là,ADV,12844001651356581174,24260
60,0,0,0,0,",",PUNCT,2593208677638477497,24260
61,Olmo,PROPN,4653818262664162522,24260,Elm,PROPN,5450485964026752621,24260
62,0,0,0,0,Street,PROPN,11849903144683346075,24260
63,0,0,0,0,.,PUNCT,12646065887601541794,24260
64,Este,PRON,5783993104369099660,28260,Ceci,PRON,15930291014630082592,28260
65,es,AUX,10343076919720641053,28260,est,AUX,14619786160612475726,28260
