,0,1,2,3,4,5,6,7
0,Hola,PROPN,3582392325224160178,16054,Bonjour,PROPN,3517466432968360467,16054
1,.,PUNCT,12646065887601541794,16054,.,PUNCT,12646065887601541794,16054
2,Me,PRON,17688641098104964042,16054,J',PRON,13625533891298606388,16054
3,gustaría,VERB,17422621297144130604,16054,aimerais,AUX,2533344251886047552,16054
4,poquito,ADJ,6750434769061079540,16054,vous,PRON,6151699640482831038,16054
5,hablar,VERB,18160074541727627272,16054,parler,VERB,3955094953687558631,16054
6,un,DET,12188161997964598936,16054,un,DET,12188161997964598936,16054
7,sobre,ADP,11374976834714679510,16054,peu,ADV,8637690577923243362,16054
8,la,DET,6804705863737483857,16054,des,DET,6923696665978021163,16054
9,gente,NOUN,11998830313806299131,16054,gens,NOUN,529915263140659624,16054
10,que,SCONJ,11474801393294414462,18470,qui,PRON,18025162834834030610,18470
11,hace,AUX,12135968124517883173,18470,fabriquent,VERB,4329352830244729115,18470
12,las,DET,6526950402091386798,18470,les,DET,5902437463952755554,18470
13,cosas,NOUN,399513973913231652,18470,choses,NOUN,17775586813245600102,18470
14,que,PRON,11474801393294414462,18470,que,PRON,11474801393294414462,18470
15,usamos,AUX,17030102081383064761,18470,nous,PRON,15994519860812886258,18470
16,todos,DET,5361417614589746890,18470,utilisons,VERB,15649524983004283095,18470
17,0,0,0,0,tous,ADJ,9219070020730443276,18470
18,los,DET,7307884290799599686,18470,les,DET,5902437463952755554,18470
19,días,NOUN,601239994617328157,18470,jours,NOUN,8912546954998223104,18470
20,:,PUNCT,11532473245541075862,18470,:,PUNCT,11532473245541075862,18470
21,nuestros,DET,8277433627748971173,20999,nos,DET,6968452539944589995,20999
22,zapatos,NOUN,5420579100384798073,20999,chaussures,NOUN,10407278896920810647,20999
23,",",PUNCT,2593208677638477497,20999,",",PUNCT,2593208677638477497,20999
24,bolsos,NOUN,13006882154450360990,20999,nos,DET,6968452539944589995,20999
25,computadores,NOUN,16256319783300396022,20999,sacs,NOUN,2475646878945185731,20999
26,",",PUNCT,2593208677638477497,20999,à,ADP,1840659177240090782,20999
27,teléfonos,NOUN,14584863642490159778,20999,main,NOUN,11645434534719424374,20999
28,",",PUNCT,2593208677638477497,20999,",",PUNCT,2593208677638477497,20999
