,0,1,2,3,4,5,6,7
0,Let,VERB,16084663469996431762,12714,Dejen,NOUN,7508963123075638357,12534
1,me,PRON,18197037023634208128,12714,que,SCONJ,11474801393294414462,12534
2,ask,VERB,203487227105936704,12714,haga,VERB,17153382755207577500,12534
3,you,PRON,7624161793554793053,12714,les,PRON,5902437463952755554,12534
4,all,DET,13409319323822384369,12714,una,DET,1019041181156623609,12534
5,a,DET,11901859001352538922,12714,0,0,0,0
6,question,NOUN,10779227342117629034,12714,pregunta,NOUN,4649682638661680852,12534
7,.,PUNCT,12646065887601541794,12714,.,PUNCT,12646065887601541794,12534
8,How,ADV,16762307017182994292,16282,0,0,0,0
9,much,ADJ,1935074700818135162,16282,Qué,DET,15959444434087193889,16102
10,weapons,NOUN,7283263530584601372,16282,cantidad,NOUN,3611039643997995361,16102
11,-,PUNCT,9153284864653046197,16282,¿,PUNCT,3095673970880011110,16102
12,grade,NOUN,9431156325543801099,16282,armamento,NOUN,17676307212967359930,16102
13,nuclear,ADJ,7856404996111361519,16282,nuclear,ADJ,7856404996111361519,16102
14,material,NOUN,8984464104423655975,16282,de,ADP,11144093025662894627,16102
15,do,AUX,2158845516055552166,16282,sería,AUX,2327523273576278238,16102
16,you,PRON,7624161793554793053,16282,que,SCONJ,11474801393294414462,16102
17,think,VERB,16875814820671380748,16282,creen,VERB,6184345005693134749,16102
18,it,PRON,10239237003504588839,16282,necesaria,ADJ,12169114424789477338,16102
19,would,VERB,6992604926141104606,16282,0,0,0,0
20,take,VERB,6789454535283781228,16282,0,0,0,0
21,to,PART,3791531372978436496,20170,para,ADP,17491956544424926374,19990
22,level,VERB,15060127769916968652,20170,acabar,VERB,18132422985182933649,19990
23,a,DET,11901859001352538922,20170,con,ADP,6945313634251781056,19990
24,the,DET,7425985699627899538,20170,una,DET,1019041181156623609,19990
25,city,NOUN,14667099791903937066,20170,ciudad,NOUN,10969768467982037696,19990
26,of,ADP,886050111519832510,20170,del,ADP,14178434899903659559,19990
27,size,NOUN,18236024651932686414,20170,tamaño,NOUN,10001697595250789864,19990
28,0,0,0,0,de,ADP,11144093025662894627,19990
29,Francisco,PROPN,16768517130387175545,20170,San,PROPN,3773977487523899267,19990
30,San,PROPN,3773977487523899267,20170,Francisco,PROPN,16768517130387175545,19990
31,?,PUNCT,8205403955989537350,20170,?,PUNCT,8205403955989537350,19990
32,How,ADV,16762307017182994292,23554,¿,PUNCT,3095673970880011110,23374
33,many,ADJ,9720044723474553187,23554,Cuántos,NOUN,15251735451736453323,23374
34,of,ADP,886050111519832510,23554,0,0,0,0
35,you,PRON,7624161793554793053,23554,que,SCONJ,11474801393294414462,23374
36,think,VERB,16875814820671380748,23554,creen,VERB,6184345005693134749,23374
37,it,PRON,10239237003504588839,23554,0,0,0,0
