,0,1,2,3,4,5,6,7
0,So,CCONJ,3893465145528745987,12968,Esta,PRON,17550470709053160143,12968
1,this,DET,1995909169258310477,12968,mi,DET,8676063341920465065,12968
2,is,AUX,3411606890003347522,12968,es,AUX,10343076919720641053,12968
3,my,DET,227504873216781231,12968,0,0,0,0
4,niece,NOUN,1738962191739336171,12968,sobrina,NOUN,13586094882386272683,12968
5,.,PUNCT,12646065887601541794,12968,.,PUNCT,12646065887601541794,12968
6,Her,DET,452811260292132302,14644,Su,DET,12656951229320878559,14644
7,name,NOUN,18309932012808971453,14644,nombre,NOUN,12257680091557213891,14644
8,is,AUX,3411606890003347522,14644,es,AUX,10343076919720641053,14644
9,Yahli,PROPN,6972017296828860374,14644,Yahli,PROPN,6972017296828860374,14644
10,.,PUNCT,12646065887601541794,14644,.,PUNCT,12646065887601541794,14644
11,She,PRON,5252949303365547547,16203,Tiene,VERB,1052669242959216370,16203
12,is,AUX,3411606890003347522,16203,0,0,0,0
13,nine,NUM,17718451046594752029,16203,nueve,NUM,974981914058779232,16203
14,months,NOUN,11199438407386692767,16203,meses,NOUN,9306682263510131333,16203
15,old,ADJ,2483095116303079762,16203,0,0,0,0
16,.,PUNCT,12646065887601541794,16203,.,PUNCT,12646065887601541794,16203
17,Her,DET,452811260292132302,18201,Su,DET,12656951229320878559,18201
18,mum,NOUN,3580023011585055445,18201,madre,NOUN,10512109315562786158,18201
19,is,AUX,3411606890003347522,18201,es,AUX,10343076919720641053,18201
20,a,DET,11901859001352538922,18201,médica,ADJ,16107734354600826188,18201
21,doctor,NOUN,18058202148154971361,18201,y,CONJ,9409450202036847209,18201
22,",",PUNCT,2593208677638477497,18201,.,PUNCT,12646065887601541794,18201
23,and,CCONJ,2283656566040971221,18201,abogado,ADJ,8136052957793118541,18201
24,her,DET,4115755726172261197,18201,su,DET,14248009254309298022,18201
25,dad,NOUN,15079926460969442815,18201,padre,NOUN,1316895367074462630,18201
26,is,AUX,3411606890003347522,18201,0,0,0,0
27,a,DET,11901859001352538922,18201,0,0,0,0
28,lawyer,NOUN,12601672956933186127,18201,0,0,0,0
29,.,PUNCT,12646065887601541794,18201,0,0,0,0
