,0,1,2,3,4,5,6,7
0,Chris,PROPN,9844691959392486895,13340,Chris,VERB,9844691959392486895,13340
1,Anderson,PROPN,11742044099050732912,13340,Anderson,PROPN,11742044099050732912,13340
2,:,PUNCT,11532473245541075862,13340,:,PUNCT,11532473245541075862,13340
3,So,ADV,3893465145528745987,13340,pas,ADV,162626740300448766,13340
4,",",PUNCT,2593208677638477497,13340,Voici,VERB,14619007227185558366,13340
5,this,DET,1995909169258310477,13340,une,DET,16752500866415647,13340
6,is,AUX,3411606890003347522,13340,autres,ADJ,5922633728820932677,13340
7,an,DET,15099054000809333061,13340,les,DET,5902437463952755554,13340
8,interview,NOUN,14070363061372230176,13340,interview,NOUN,14070363061372230176,13340
9,with,ADP,12510949447758279278,13340,comme,ADP,6699011506843298584,13340
10,a,DET,11901859001352538922,13340,Basée,VERB,13414974084193264273,16947
11,difference,NOUN,8716931238876204650,13340,fait,NOUN,303196683033024630,16947
12,.,PUNCT,12646065887601541794,13340,.,PUNCT,12646065887601541794,13340
13,On,ADP,9434774322673848734,16947,sur,ADP,14175982410302701706,16947
14,the,DET,7425985699627899538,16947,le,DET,13361843836202591494,16947
15,basis,NOUN,5961630028127648735,16947,image,NOUN,17189192419614801911,16947
16,that,SCONJ,4380130941430378203,16947,qu',SCONJ,13574260379477198189,16947
17,a,DET,11901859001352538922,16947,une,DET,16752500866415647,16947
18,picture,NOUN,9284188139451966413,16947,vaut,VERB,6127566142481762076,16947
19,is,AUX,3411606890003347522,16947,bien,ADV,8265441118321635764,16947
20,worth,ADJ,12282438651404021516,16947,plus,ADV,2123754640991541914,16947
21,a,DET,11901859001352538922,16947,les,DET,5902437463952755554,16947
22,thousand,NUM,2848708369715101064,16947,que,SCONJ,11474801393294414462,16947
23,words,NOUN,10289140944597012527,16947,mots,NOUN,11537987008526624219,16947
24,",",PUNCT,2593208677638477497,16947,",",PUNCT,2593208677638477497,16947
25,what,PRON,5865838185239622912,21015,j',PRON,7275302914444174311,21015
26,I,PRON,4690420944186131903,21015,demandé,VERB,3368620878532448358,21015
27,did,AUX,13583488448875926965,21015,ai,AUX,4489555979637837711,21015
28,was,AUX,9921686513378912864,21015,à,ADP,1840659177240090782,21015
29,",",PUNCT,2593208677638477497,21015,de,ADP,11144093025662894627,23911
30,I,PRON,4690420944186131903,21015,qui,PRON,18025162834834030610,26118
31,asked,VERB,16606816274036414542,21015,Melinda,ADV,5808331824972380077,21015
32,Bill,PROPN,64021084765094941,21015,Bill,PROPN,64021084765094941,21015
33,and,CCONJ,2283656566040971221,21015,et,CCONJ,13620178847145827813,21015
34,Melinda,PROPN,5808331824972380077,21015,dénicher,NOUN,9887134045523286272,23911
35,to,PART,3791531372978436496,23911,archives,NOUN,2925948865637888210,23911
36,dig,VERB,8125992020607569838,23911,aider,VERB,15169320607583133746,26118
37,out,ADP,1696981056005371314,23911,dans,ADP,6959196919681770914,23911
