,0,1,2,3,4,5,6,7
0,was,AUX,9921686513378912864,12936,Era,AUX,16977074426817811479,12936
1,It,PRON,7859011591137717335,12936,el,DET,11488171005156075516,12936
2,13,NUM,6349566914108460152,12936,13,NUM,6349566914108460152,12936
3,October,PROPN,8244652492043245240,12936,de,ADP,11144093025662894627,12936
4,",",PUNCT,2593208677638477497,12936,octubre,NOUN,577004703696385014,12936
5,0,0,0,0,de,ADP,11144093025662894627,12936
6,2012,NUM,10853304199816077339,12936,2012,NUM,10853304199816077339,12936
7,",",PUNCT,2593208677638477497,12936,",",PUNCT,2593208677638477497,12936
8,a,DET,11901859001352538922,16375,un,DET,12188161997964598936,16215
9,day,NOUN,1608482186128794349,16375,día,NOUN,10320613927756879670,16215
10,that,DET,4380130941430378203,16375,0,0,0,0
11,I,PRON,4690420944186131903,16375,que,PRON,11474801393294414462,16215
12,will,VERB,18307573501153647118,16375,olvidaré,VERB,7547570300918890462,16215
13,never,ADV,10879546028211794123,16375,nunca,ADV,4734915417268997138,16215
14,forget,VERB,3594002739794809904,16375,0,0,0,0
15,.,PUNCT,12646065887601541794,16375,.,PUNCT,12646065887601541794,16215
16,I,PRON,4690420944186131903,18892,Iba,VERB,2205657170945164981,18552
17,was,AUX,9921686513378912864,18892,0,0,0,0
18,on,ADP,5640369432778651323,18892,en,ADP,14626626061804382878,18552
19,my,DET,227504873216781231,18892,mi,DET,8676063341920465065,18552
20,bike,NOUN,16029548483725639901,18892,bici,NOUN,5077210560166208634,18552
21,",",PUNCT,2593208677638477497,18892,",",PUNCT,2593208677638477497,18552
22,pushing,VERB,10894890411167197832,18892,empujando,VERB,581057274644378717,18552
23,up,ADP,2199259611705938403,18892,por,ADP,18244196334509357400,18552
24,what,PRON,5865838185239622912,18892,que,PRON,11474801393294414462,18552
25,seemed,VERB,12172617334749072916,18892,parecía,AUX,8931144649433188967,18552
26,like,SCONJ,18194338103975822726,18892,0,0,0,0
27,a,DET,11901859001352538922,18892,lo,DET,12507729120330568444,18552
28,never,ADV,10879546028211794123,18892,0,0,0,0
29,-,PUNCT,9153284864653046197,18892,0,0,0,0
30,ending,VERB,8067141631947323106,18892,0,0,0,0
31,barren,PROPN,9419912787418253205,18892,0,0,0,0
32,hill,NOUN,1647358963876657122,18892,0,0,0,0
33,.,PUNCT,12646065887601541794,18892,0,0,0,0
34,And,CCONJ,12172435438170721471,24432,Y,CONJ,16961793518281001049,24432
35,it,PRON,10239237003504588839,24432,0,0,0,0
36,was,AUX,9921686513378912864,24432,era,AUX,7478797442728669872,24432
37,n't,PART,2043519015752540944,24432,0,0,0,0
38,just,ADV,7148522813498185515,24432,no,ADV,13055779130471031426,24432
39,any,DET,13148361048351484388,24432,cualquier,DET,2780096092211682479,24432
40,hill,NOUN,1647358963876657122,24432,cuesta,NOUN,16492308631314194722,24432
41,:,PUNCT,11532473245541075862,24432,:,PUNCT,11532473245541075862,24432
42,it,PRON,10239237003504588839,26270,escalada,NOUN,17580373120026967125,26270
43,was,AUX,9921686513378912864,26270,era,AUX,7478797442728669872,26270
44,a,DET,11901859001352538922,26270,una,DET,1019041181156623609,26270
45,15-mile,NUM,1018775865328397021,26270,24,NUM,17682212845846644677,26270
46,climb,NOUN,11585485096337782939,26270,km,NOUN,378805508655178951,26270
47,up,ADP,2199259611705938403,26270,de,ADP,11144093025662894627,26270
48,to,ADP,3791531372978436496,26270,hasta,ADP,16854082586272343925,26270
49,a,DET,11901859001352538922,26270,una,DET,1019041181156623609,26270
50,town,NOUN,1298872901568251561,26270,ciudad,NOUN,10969768467982037696,26270
51,called,VERB,3125235652374451650,26270,llamada,ADJ,16856865464941430323,26270
52,Hawi,PROPN,9498013887126216933,26270,Hawi,PROPN,9498013887126216933,26270
53,on,ADP,5640369432778651323,30024,en,ADP,14626626061804382878,30024
54,the,DET,7425985699627899538,30024,la,DET,6804705863737483857,30024
55,Big,PROPN,11424154495882175203,30024,gran,ADJ,5334715143329897801,30024
56,Island,PROPN,13646871543569613410,30024,isla,NOUN,11933316134739076191,30024
57,of,ADP,886050111519832510,30024,de,ADP,11144093025662894627,30024
58,Hawaii,PROPN,12533090343612149459,30024,Hawái,PROPN,15967910316402910150,30024
59,.,PUNCT,12646065887601541794,30024,.,PUNCT,12646065887601541794,30024
60,And,CCONJ,12172435438170721471,32776,Y,CONJ,16961793518281001049,32776
61,it,PRON,10239237003504588839,32776,0,0,0,0
62,was,AUX,9921686513378912864,32776,era,AUX,7478797442728669872,32776
63,n't,PART,2043519015752540944,32776,simple,ADJ,14749329488166600143,32776
64,just,ADV,7148522813498185515,32776,no,ADV,13055779130471031426,32776
65,any,DET,13148361048351484388,32776,un,DET,12188161997964598936,32776
66,ride,NOUN,7499643927219785346,32776,recorrido,NOUN,5996967836896709825,32776
