,0,1,2,3,4,5,6,7
0,It,PRON,7859011591137717335,13097,C',PRON,13529430013742482571,13097
1,was,AUX,9921686513378912864,13097,était,AUX,9706033412567555684,13097
2,April,PROPN,6762527065225415734,13097,en,ADP,14626626061804382878,13097
3,0,0,0,0,avril,NOUN,6735345576562831612,13097
4,",",PUNCT,2593208677638477497,13097,",",PUNCT,2593208677638477497,13097
5,0,0,0,0,l',DET,11055277117081255759,13097
6,year,NOUN,14889849580704678361,13097,année,NOUN,8237185677528573230,13097
7,last,ADJ,10321518907502812892,13097,dernière,ADJ,13029715355178632127,13097
8,.,PUNCT,12646065887601541794,13097,.,PUNCT,12646065887601541794,13097
9,I,PRON,4690420944186131903,15714,J',PRON,13625533891298606388,15714
10,was,AUX,9921686513378912864,15714,étais,VERB,314502805875500918,15714
11,on,ADP,5640369432778651323,15714,en,ADP,14626626061804382878,15714
12,an,DET,15099054000809333061,15714,des,DET,6923696665978021163,15714
13,evening,NOUN,4823652925149831785,15714,soirée,NOUN,15738258365437537133,15714
14,out,ADP,1696981056005371314,15714,avec,ADP,18367549186037839347,15714
15,with,ADP,12510949447758279278,15714,0,0,0,0
16,friends,NOUN,6412587775996070704,15714,amis,NOUN,240371439205934658,15714
17,to,PART,3791531372978436496,17485,0,0,0,0
18,celebrate,VERB,12366391553231041167,17485,fêter,VERB,7284912199014869659,17461
19,one,NUM,17454115351911680600,17485,0,0,0,0
20,of,ADP,886050111519832510,17485,pour,ADP,4302925298007755726,17461
21,their,DET,4244585616942201722,17485,un,DET,12188161997964598936,17461
22,birthdays,NOUN,1973523051518332120,17485,anniversaire,NOUN,9940682149711652087,17461
23,.,PUNCT,12646065887601541794,17485,.,PUNCT,12646065887601541794,17461
24,We,PRON,15667417291854480293,19677,On,PRON,9434774322673848734,19674
25,had,AUX,12960022596163002503,19677,ne,ADV,6065859282030310819,19674
26,n't,PART,2043519015752540944,19677,s',PRON,13057294305572976255,19674
27,been,AUX,12517269084653561647,19677,était,AUX,9706033412567555684,19674
28,all,ADV,13409319323822384369,19677,pas,ADV,162626740300448766,19674
29,together,ADV,12060003407050460571,19677,vus,ADV,1254880683168065780,19674
30,for,ADP,16037325823156266367,19677,depuis,ADP,8583993174102219320,19674
31,a,DET,11901859001352538922,19677,deux,NUM,11334962332053205890,19674
32,couple,NOUN,16116837014497452873,19677,semaines,NOUN,4096907582091959157,19674
33,of,ADP,886050111519832510,19677,0,0,0,0
34,weeks,NOUN,18111218406637101775,19677,0,0,0,0
35,;,PUNCT,631425121691394544,19677,;,PUNCT,631425121691394544,19674
36,it,PRON,10239237003504588839,22094,0,0,0,0
37,was,AUX,9921686513378912864,22094,soirée,NOUN,15738258365437537133,21804
38,a,DET,11901859001352538922,22094,une,DET,16752500866415647,21804
39,perfect,ADJ,1665682026658446649,22094,parfaite,ADJ,813557857980626370,21804
40,evening,NOUN,4823652925149831785,22094,réunis,NOUN,14759801537765929202,21804
41,",",PUNCT,2593208677638477497,22094,",",PUNCT,2593208677638477497,21804
42,as,SCONJ,7437575085468336610,22094,tous,DET,9219070020730443276,21804
43,we,PRON,16064069575701507746,22094,on,PRON,5640369432778651323,21804
44,were,AUX,9570894245975188254,22094,était,AUX,9706033412567555684,21804
45,all,ADV,13409319323822384369,22094,0,0,0,0
46,reunited,VERB,5427792164426178016,22094,0,0,0,0
47,.,PUNCT,12646065887601541794,22094,.,PUNCT,12646065887601541794,21804
48,At,ADP,15870926450439012208,25220,À,ADP,11725929043583484826,25220
49,the,DET,7425985699627899538,25220,la,DET,6804705863737483857,25220
50,end,NOUN,18250316222013540736,25220,fin,NOUN,12721762991029016641,25220
51,of,ADP,886050111519832510,25220,de,ADP,11144093025662894627,25220
52,the,DET,7425985699627899538,25220,la,DET,6804705863737483857,25220
53,evening,NOUN,4823652925149831785,25220,soirée,NOUN,15738258365437537133,25220
54,",",PUNCT,2593208677638477497,25220,",",PUNCT,2593208677638477497,25220
55,I,PRON,4690420944186131903,26497,j',PRON,7275302914444174311,26497
56,last,ADJ,10321518907502812892,26497,ai,AUX,4489555979637837711,26497
57,caught,VERB,11907295666242549381,26497,pris,VERB,1087397833460969066,26497
58,the,DET,7425985699627899538,26497,le,DET,13361843836202591494,26497
59,underground,ADJ,10766715071253939901,26497,dernier,ADJ,3520743209281730893,26497
60,train,NOUN,810618180531611251,26497,métro,NOUN,2588211774281622087,26497
61,back,ADV,15255859468896132977,26497,pour,ADP,4302925298007755726,26497
62,0,0,0,0,rentrer,VERB,5285735630789567681,26497
