,0,1,2,3,4,5,6,7
0,Everybody,PRON,10076977104137744222,13507,On,PRON,9434774322673848734,13507
1,has,AUX,1248239241591158246,13507,a,AUX,11901859001352538922,13507
2,that,SCONJ,4380130941430378203,13507,tous,VERB,9219070020730443276,13507
3,one,NUM,17454115351911680600,13507,une,DET,16752500866415647,13507
4,friend,NOUN,16302678419497547123,13507,amie,NOUN,4254334627129456155,13507
5,--,PUNCT,10501404726543969396,13507,--,PUNCT,10501404726543969396,13507
6,you,PRON,7624161793554793053,16801,vous,PRON,6151699640482831038,16801
7,know,VERB,7743033266031195906,16801,savez,VERB,14762060417998677156,16801
8,",",PUNCT,2593208677638477497,16801,",",PUNCT,2593208677638477497,16801
9,the,DET,7425985699627899538,16801,l',DET,11055277117081255759,16801
10,single,ADJ,9644341664820045211,16801,amie,NOUN,4254334627129456155,16801
11,-,PUNCT,9153284864653046197,16801,",",PUNCT,2593208677638477497,16801
12,minded,ADJ,1985875453647267644,16801,implacable,ADJ,9658761760980616028,16801
13,one,NUM,17454115351911680600,16801,0,0,0,0
14,",",PUNCT,2593208677638477497,16801,0,0,0,0
15,the,DET,7425985699627899538,18649,qui,PRON,18025162834834030610,18649
16,one,NOUN,17454115351911680600,18649,0,0,0,0
17,who,PRON,3876862883474502309,18649,quel,PRON,7522534266403931311,18649
18,",",PUNCT,2593208677638477497,18649,",",PUNCT,2593208677638477497,18649
19,no,ADV,13055779130471031426,18649,0,0,0,0
20,matter,ADV,14513380027006169650,18649,0,0,0,0
21,what,PRON,5865838185239622912,18649,que,PRON,11474801393294414462,18649
22,the,DET,7425985699627899538,18649,le,DET,13361843836202591494,18649
23,question,NOUN,10779227342117629034,18649,sujet,NOUN,16509512374981535802,18649
24,is,AUX,3411606890003347522,18649,soit,AUX,13860546894558360219,18649
25,",",PUNCT,2593208677638477497,18649,",",PUNCT,2593208677638477497,18649
26,always,ADV,17471638809377599778,21848,toujours,ADV,8357591564409513531,21848
27,finds,VERB,15359173981284316046,21848,arrange,VERB,9968502295824422243,21848
28,a,DET,11901859001352538922,21848,0,0,0,0
29,way,NOUN,6878210874361030284,21848,pour,ADP,4302925298007755726,21848
30,to,PART,3791531372978436496,21848,0,0,0,0
31,make,VERB,9614445426764226664,21848,avoir,VERB,11059948118366003969,21848
32,the,DET,7425985699627899538,21848,.,PUNCT,12646065887601541794,21848
33,answer,NOUN,10726089026535385654,21848,raison,NOUN,15387666698244680117,21848
34,whatever,DET,1407391887329900988,21848,0,0,0,0
35,it,PRON,10239237003504588839,21848,s',PRON,13057294305572976255,21848
36,is,AUX,3411606890003347522,21848,0,0,0,0
37,she,PRON,6740321247510922449,21848,0,0,0,0
38,'s,AUX,16428057658620181782,21848,0,0,0,0
39,single,ADJ,9644341664820045211,21848,0,0,0,0
40,-,PUNCT,9153284864653046197,21848,0,0,0,0
41,minded,ADJ,1985875453647267644,21848,0,0,0,0
42,about,ADP,942632335873952620,21848,0,0,0,0
43,.,PUNCT,12646065887601541794,21848,0,0,0,0
44,that,DET,4380130941430378203,26769,Cette,DET,14066494245523660814,26769
45,friend,NOUN,16302678419497547123,26769,amie,NOUN,4254334627129456155,26769
46,.,PUNCT,12646065887601541794,26769,",",PUNCT,2593208677638477497,26769
47,I,PRON,4690420944186131903,26769,c',PRON,3614287697118523228,26769
48,'m,AUX,8504683628951808721,26769,est,AUX,14619786160612475726,26769
49,0,0,0,0,moi,PRON,3970053486024285833,26769
50,0,0,0,0,.,PUNCT,12646065887601541794,26769
51,(,PUNCT,12638816674900267446,28006,(,PUNCT,12638816674900267446,28006
52,Laughter,PROPN,9911806888783028371,28006,Rires,NOUN,11291050488124262083,28006
53,),PUNCT,3842344029291005339,28006,),PUNCT,3842344029291005339,28006
54,And,CCONJ,12172435438170721471,29803,Et,CCONJ,1620920187821177431,29803
55,the,DET,7425985699627899538,29803,ce,PRON,5293259605002647980,29803
56,thing,NOUN,2473243759842082748,29803,sur,ADP,14175982410302701706,29803
57,that,DET,4380130941430378203,29803,quoi,PRON,6514670271018046660,29803
58,I,PRON,4690420944186131903,29803,je,PRON,8612506203511071854,29803
59,'m,AUX,8504683628951808721,29803,suis,AUX,9227762830378992001,29803
60,single,ADJ,9644341664820045211,29803,implacable,ADJ,9658761760980616028,29803
61,-,PUNCT,9153284864653046197,29803,0,0,0,0
62,minded,ADJ,1985875453647267644,29803,0,0,0,0
63,about,ADP,942632335873952620,29803,0,0,0,0
64,is,AUX,3411606890003347522,32410,est,AUX,14619786160612475726,32410
65,0,0,0,0,le,DET,13361843836202591494,32410
66,racism,NOUN,9143401143162857249,32410,racisme,NOUN,1350427728309016123,32410
67,.,PUNCT,12646065887601541794,32410,.,PUNCT,12646065887601541794,32410
68,If,SCONJ,9698320431655714481,34100,Si,SCONJ,17232677785023700288,34100
69,someone,PRON,18024645270525013057,34100,quelqu',SCONJ,1723082619084964570,34100
70,were,AUX,9570894245975188254,34100,un,DET,12188161997964598936,34100
71,to,PART,3791531372978436496,34100,me,NOUN,18197037023634208128,34100
72,ask,VERB,203487227105936704,34100,demande,VERB,11454716214376333131,34100
73,me,PRON,18197037023634208128,34100,qu',PRON,13574260379477198189,34100
74,",",PUNCT,2593208677638477497,34100,«,PUNCT,1373379536816847062,34100
75,"""",PUNCT,15884554869126768810,34100,:,PUNCT,11532473245541075862,34100
76,So,ADV,3893465145528745987,34100,Alors,ADV,1284200596455584892,34100
77,",",PUNCT,2593208677638477497,34100,",",PUNCT,2593208677638477497,34100
78,Janet,PROPN,2102531979000553228,34100,Janet,PROPN,2102531979000553228,34100
79,",",PUNCT,2593208677638477497,34100,",",PUNCT,2593208677638477497,34100
80,got,VERB,12579384389446384672,34100,prévu,VERB,8983822524158480508,34100
81,any,DET,13148361048351484388,34100,-,PUNCT,9153284864653046197,34100
82,plans,NOUN,16580926173747765961,34100,as,NOUN,7437575085468336610,34100
83,for,ADP,16037325823156266367,34100,pour,ADP,4302925298007755726,34100
84,the,DET,7425985699627899538,34100,le,DET,13361843836202591494,34100
85,4th,NOUN,5593150423833315037,34100,juillet,NOUN,4913947628554324026,34100
86,of,ADP,886050111519832510,34100,4,NUM,16743743820210141046,34100
87,July,PROPN,8720688718313716327,34100,tu,PROPN,17788273122503907059,34100
88,?,PUNCT,8205403955989537350,34100,?,PUNCT,8205403955989537350,34100
89,"""",PUNCT,15884554869126768810,34100,»,ADJ,5342463183827332990,34100
90,I,PRON,4690420944186131903,38460,Je,PRON,2628248770713310789,38436
91,'m,AUX,8504683628951808721,38460,risque,VERB,12136832730963222685,38436
92,subject,ADJ,15643352692411922430,38460,«,ADJ,1373379536816847062,38436
93,to,ADP,3791531372978436496,38460,de,ADP,11144093025662894627,38436
94,answer,NOUN,10726089026535385654,38460,répondre,VERB,10362953825210444730,38436
95,",",PUNCT,2593208677638477497,38460,:,PUNCT,11532473245541075862,38436
96,"""",PUNCT,15884554869126768810,38460,0,0,0,0
97,Yeah,INTJ,5843944760501254262,38460,0,0,0,0
98,",",PUNCT,2593208677638477497,38460,l',DET,11055277117081255759,38436
99,I,PRON,4690420944186131903,38460,Je,PRON,2628248770713310789,38436
100,'m,AUX,8504683628951808721,38460,de,ADP,11144093025662894627,38436
101,going,VERB,14242014708739787450,38460,vais,VERB,17994082318775013634,38436
102,to,PART,3791531372978436496,38460,Roots,PROPN,5068036640842815647,38436
103,binge,VERB,18270884459658501951,38460,regarder,VERB,6464311327619112329,38436
104,-,PUNCT,9153284864653046197,38460,.,PUNCT,12646065887601541794,38436
105,watch,VERB,2054481287215635300,38460,»,PRON,5342463183827332990,38436
106,',PUNCT,11221368173670222813,38460,0,0,0,0
107,Roots,NOUN,5068036640842815647,38460,intégrale,NOUN,12893292328410752075,38436
108,.,PUNCT,12646065887601541794,38460,0,0,0,0
109,',PUNCT,11221368173670222813,38460,0,0,0,0
110,"""",PUNCT,15884554869126768810,38460,0,0,0,0
111,(,PUNCT,12638816674900267446,41553,(,PUNCT,12638816674900267446,41549
112,Laughter,PROPN,9911806888783028371,41553,Rires,NOUN,11291050488124262083,41549
113,),PUNCT,3842344029291005339,41553,),PUNCT,3842344029291005339,41549
114,Or,CCONJ,8253460499044575564,42633,Ou,CCONJ,5974218975578708237,42633
