,0,1,2,3,4,5,6,7
0,First,ADV,16629723108568963832,12694,Antes,ADV,6936722226827432255,12694
1,of,ADP,886050111519832510,12694,que,SCONJ,11474801393294414462,12694
2,all,DET,13409319323822384369,12694,nada,PRON,6229618345694008059,12694
3,",",PUNCT,2593208677638477497,12694,",",PUNCT,2593208677638477497,12694
4,for,ADP,16037325823156266367,12694,para,ADP,17491956544424926374,12694
5,those,DET,5224941539530611462,12694,mi,DET,8676063341920465065,14074
6,of,ADP,886050111519832510,12694,no,ADV,13055779130471031426,14074
7,you,PRON,7624161793554793053,12694,quienes,PRON,11155650112636156880,12694
8,who,PRON,3876862883474502309,12694,estén,AUX,1602610497026992677,14074
9,are,AUX,5012629990875267006,14074,he,AUX,1655312771067108281,16413
10,not,PART,447765159362469301,14074,trabajo,NOUN,1376217758131583815,14074
11,familiar,ADJ,5822865963143960024,14074,familiarizados,ADJ,4139992184165276693,14074
12,with,ADP,12510949447758279278,14074,con,ADP,6945313634251781056,14074
13,my,DET,227504873216781231,14074,muchos,DET,7702622741710148740,19215
14,work,NOUN,10038440415813069799,14074,personajes,NOUN,11833516540024327832,16413
15,",",PUNCT,2593208677638477497,14074,",",PUNCT,2593208677638477497,14074
16,I,PRON,4690420944186131903,16413,",",PUNCT,2593208677638477497,16413
17,create,VERB,10217138629343254602,16413,creado,VERB,18127940652443754376,16413
18,multicultural,ADJ,3616897099585926712,16413,multiculturales,ADJ,13356397926539417217,16413
19,characters,NOUN,1646169016062441113,16413,personajes,NOUN,11833516540024327832,19215
20,",",PUNCT,2593208677638477497,16413,.,PUNCT,12646065887601541794,19215
21,so,SCONJ,9781598966686434415,19215,diferentes,DET,9639905295576268808,19215
22,characters,NOUN,1646169016062441113,19215,contextos,NOUN,14585292349135954920,19215
23,from,ADP,7831658034963690409,19215,de,ADP,11144093025662894627,19215
24,lots,NOUN,17842523177576739921,19215,Antes,ADV,6936722226827432255,22140
25,of,ADP,886050111519832510,19215,de,ADP,11144093025662894627,22140
26,different,ADJ,17379251038783395147,19215,que,SCONJ,11474801393294414462,22140
27,backgrounds,NOUN,12612290923403905117,19215,presente,NOUN,12360819593159865921,22140
28,.,PUNCT,12646065887601541794,19215,el,DET,11488171005156075516,22140
29,So,ADV,3893465145528745987,22140,sea,AUX,3315219263181363146,22140
30,before,ADP,11320251846592927908,22140,de,ADP,11144093025662894627,24397
31,the,DET,7425985699627899538,22140,el,DET,11488171005156075516,22140
32,present,NOUN,138130184627603044,22140,futuro,NOUN,817804706655085151,22140
33,is,AUX,3411606890003347522,22140,es,AUX,10343076919720641053,24397
34,the,DET,7425985699627899538,22140,algo,PRON,16528986040643271495,24397
35,new,ADJ,4753564829687343602,22140,nuevo,ADJ,18164165726872120377,22140
36,future,NOUN,17783898315335276456,22140,pasado,NOUN,14617614854182988322,24397
37,",",PUNCT,2593208677638477497,22140,",",PUNCT,2593208677638477497,22140
38,a,DET,11901859001352538922,24397,mi,DET,8676063341920465065,24397
39,bit,NOUN,1794436035373472204,24397,que,SCONJ,11474801393294414462,24397
40,about,ADP,942632335873952620,24397,en,ADP,14626626061804382878,24397
41,the,DET,7425985699627899538,24397,una,DET,1019041181156623609,24397
42,past,NOUN,14080206577736366893,24397,familia,NOUN,5728647163339477047,24397
43,is,AUX,3411606890003347522,24397,era,AUX,7478797442728669872,27839
44,that,SCONJ,4380130941430378203,24397,que,SCONJ,11474801393294414462,27839
45,I,PRON,4690420944186131903,24397,todo,PRON,1039296168925561739,27839
46,grew,VERB,15256117247579404240,24397,crecí,VERB,17045370903837094558,24397
47,up,ADP,2199259611705938403,24397,-,PUNCT,9153284864653046197,27839
48,in,ADP,3002984154512732771,24397,multiracial,ADJ,10735817642024812902,27839
49,a,DET,11901859001352538922,24397,",",PUNCT,2593208677638477497,27839
50,family,NOUN,18292453351080475948,24397,multi,NOUN,3430965544374812632,27839
51,that,DET,4380130941430378203,27839,",",PUNCT,2593208677638477497,27839
52,was,AUX,9921686513378912864,27839,",",PUNCT,2593208677638477497,27839
53,multi,ADJ,3430965544374812632,27839,multicultural,ADJ,3616897099585926712,27839
54,-,ADJ,9153284864653046197,27839,negra,ADJ,4559356623406819032,30478
55,everything,ADJ,9410232112791000120,27839,y,CONJ,9409450202036847209,30478
56,--,PUNCT,10501404726543969396,27839,",",PUNCT,2593208677638477497,30478
57,multi,ADJ,3430965544374812632,27839,blanca,ADJ,16939777650701566371,30478
58,-,ADJ,9153284864653046197,27839,caribeña,ADJ,12288746814705561286,30478
59,racial,ADJ,9095968958430269659,27839,",",PUNCT,2593208677638477497,30478
60,",",PUNCT,2593208677638477497,27839,-,PUNCT,9153284864653046197,33059
61,multi,ADJ,3430965544374812632,27839,irlandesa,PROPN,4135896515367208513,33059
62,-,ADJ,9153284864653046197,27839,norteamericana,ADJ,10035397669578626767,33059
63,cultural,ADJ,14167363690842711897,27839,alemana,ADJ,4249212603531580558,33059
64,",",PUNCT,2593208677638477497,27839,",",PUNCT,2593208677638477497,33059
65,black,ADJ,6088217638129078516,30478,norteamericana,ADJ,10035397669578626767,33059
66,and,CCONJ,2283656566040971221,30478,-,PUNCT,9153284864653046197,33059
67,white,ADJ,16857069738040043275,30478,Se,PRON,14729232253331376861,34844
68,",",PUNCT,2593208677638477497,30478,.,PUNCT,12646065887601541794,33059
69,Caribbean,ADJ,17881910202582866599,30478,escuchaba,VERB,10617102444440691124,34844
70,",",PUNCT,2593208677638477497,30478,música,NOUN,15167417241790394718,34844
71,Irish,ADJ,1395241404165252482,33059,dominicana,ADJ,2485928848970246028,34844
72,-,PUNCT,9153284864653046197,33059,en,ADP,14626626061804382878,34844
73,American,ADJ,8947108287989031391,33059,los,DET,7307884290799599686,34844
74,",",PUNCT,2593208677638477497,33059,estéreos,NOUN,16829599553072827910,34844
75,German,ADJ,105500112762911502,33059,Había,AUX,15150253858777753710,39028
76,-,PUNCT,9153284864653046197,33059,.,PUNCT,12646065887601541794,34844
77,American,ADJ,8947108287989031391,33059,cristianos,NOUN,17650320992741480937,39028
78,.,PUNCT,12646065887601541794,33059,.,PUNCT,12646065887601541794,39028
79,There,PRON,6090035477591592277,34844,y,CONJ,9409450202036847209,39028
80,was,AUX,9921686513378912864,34844,Hay,AUX,5266732711504564964,41910
81,Dominican,ADJ,831181396348372870,34844,larga,ADJ,14092887360080335150,41910
82,music,NOUN,13617878141848112644,34844,judíos,NOUN,7123629452593600615,39028
83,blasting,VERB,10262377903135121034,34844,una,DET,1019041181156623609,41910
84,from,ADP,7831658034963690409,34844,de,ADP,11144093025662894627,43730
85,stereos,NOUN,5948465832482698036,34844,historia,NOUN,1358726833428160876,41910
86,.,PUNCT,12646065887601541794,34844,llena,ADJ,7723858974701856670,41910
