,0,1,2,3,4,5,6,7
0,mis,DET,5804976024871865433,15260,Mes,DET,5904483392661807573,15260
1,frecuencia,NOUN,8604282367781554189,15260,étudiants,NOUN,16639827715244614991,15260
2,me,PRON,18197037023634208128,15260,me,PRON,18197037023634208128,15260
3,preguntan,VERB,6948311598235492902,15260,demandent,VERB,4201520154830955541,15260
4,Con,ADP,5520492700078303406,15260,souvent,ADV,821433950267086228,15260
5,:,PUNCT,11532473245541075862,15260,",",PUNCT,2593208677638477497,15260
6,"""",PUNCT,15884554869126768810,18260,"""",PUNCT,15884554869126768810,18260
7,estudiantes,NOUN,16394443896911518154,15260,Qu',,2973740457338173844,18260
8,¿,PUNCT,3095673970880011110,18260,est,,14619786160612475726,18260
9,Qué,PRON,15959444434087193889,18260,-ce,PRON,18265511929968616396,18260
10,es,AUX,10343076919720641053,18260,que,SCONJ,11474801393294414462,18260
11,la,DET,6804705863737483857,18260,la,DET,6804705863737483857,18260
12,sociología,NOUN,9543473762621986290,18260,sociologie,NOUN,8824836666531863356,18260
13,?,PUNCT,8205403955989537350,18260,?,PUNCT,8205403955989537350,18260
14,"""",PUNCT,15884554869126768810,18260,"""",PUNCT,15884554869126768810,18260
15,.,PUNCT,12646065887601541794,18260,Et,CCONJ,1620920187821177431,20260
16,les,PRON,5902437463952755554,20260,je,PRON,8612506203511071854,20260
17,Y,CONJ,16961793518281001049,20260,leur,DET,9043354729336809481,20260
18,respondo,VERB,7953883084177291611,20260,dis,NOUN,4487820539454636764,20260
19,:,PUNCT,11532473245541075862,20260,:,PUNCT,11532473245541075862,20260
20,"""",PUNCT,15884554869126768810,20260,«,ADJ,1373379536816847062,20260
21,que,SCONJ,11474801393294414462,22260,C',PRON,13529430013742482571,20260
22,Es,AUX,13491050862432847103,20260,est,AUX,14619786160612475726,20260
23,la,DET,6804705863737483857,20260,l',DET,11055277117081255759,20260
24,ciencia,NOUN,7755546493683470704,20260,étude,NOUN,9168378136254602260,20260
25,en,ADP,14626626061804382878,22260,de,ADP,11144093025662894627,22260
26,la,DET,6804705863737483857,22260,la,DET,6804705863737483857,22260
27,manera,NOUN,498987833452431579,22260,manière,NOUN,14429809162322607943,22260
28,que,PRON,11474801393294414462,22260,dont,PRON,4501752004708075930,22260
29,la,DET,6804705863737483857,22260,les,DET,5902437463952755554,22260
30,influidas,ADJ,13041839900239872795,24260,êtres,NOUN,13329158590723100654,22260
31,personas,NOUN,1891828540174324529,22260,humains,NOUN,7557415554469631073,22260
32,están,AUX,9329291831938041508,24260,sont,AUX,2183785841973629617,24260
33,estudia,VERB,2198732793172913872,22260,façonnés,VERB,17783636425342073003,24260
34,por,ADP,18244196334509357400,24260,par,ADP,11560817535472117264,24260
35,las,DET,6526950402091386798,22260,des,DET,6923696665978021163,24260
36,cosas,NOUN,399513973913231652,24260,choses,NOUN,17775586813245600102,24260
37,que,PRON,11474801393294414462,24260,qu',PRON,13574260379477198189,24260
38,me,PRON,18197037023634208128,27260,ils,PRON,7400529878339724166,24260
39,no,ADV,13055779130471031426,24260,ne,ADV,6065859282030310819,24260
40,ven,VERB,12409248811792671830,24260,voient,VERB,10163356289554561436,24260
41,.,PUNCT,12646065887601541794,24260,pas,ADV,162626740300448766,24260
42,"""",PUNCT,15884554869126768810,24260,.,PUNCT,12646065887601541794,24260
43,:,PUNCT,11532473245541075862,27260,"""",PUNCT,15884554869126768810,24260
44,Y,CONJ,16961793518281001049,27260,Et,CCONJ,1620920187821177431,27260
45,cómo,PRON,8106224997027377807,27260,ils,PRON,7400529878339724166,27260
46,dicen,VERB,8884198959759046866,27260,disent,VERB,10233979114895557647,27260
47,¿,PUNCT,3095673970880011110,27260,:,PUNCT,11532473245541075862,27260
48,"""",PUNCT,15884554869126768810,27260,"""",PUNCT,15884554869126768810,27260
49,Entonces,ADV,1871212532239362114,27260,Alors,ADV,1284200596455584892,27260
50,puedo,AUX,12531986228534493661,27260,",",PUNCT,2593208677638477497,27260
51,a,ADP,11901859001352538922,27260,comment,ADV,15057923854949126052,27260
52,llegar,VERB,10227016259447306190,27260,puis,VERB,18081945031024637612,27260
53,?,PUNCT,8205403955989537350,27260,-,PUNCT,9153284864653046197,27260
54,Cómo,PRON,6525486184658562481,31260,je,PRON,8612506203511071854,27260
55,ser,AUX,940341820454552972,27260,être,VERB,198149567613473063,27260
56,esas,DET,10655423642715274542,31260,un,DET,12188161997964598936,27260
57,sociólogo,NOUN,17126037683141218908,27260,sociologue,NOUN,6378095462899392439,27260
58,¿,PUNCT,3095673970880011110,31260,?,PUNCT,8205403955989537350,27260
59,puedo,AUX,12531986228534493661,31260,Comment,ADV,17353263593269434791,31260
60,fuerzas,NOUN,16545005716597379318,31260,puis,CCONJ,18081945031024637612,31260
61,?,PUNCT,8205403955989537350,31260,-,PUNCT,9153284864653046197,31260
62,invisibles,ADJ,12187387111903990273,31260,je,PRON,8612506203511071854,31260
63,entender,VERB,11362520943434929139,31260,comprendre,VERB,17519702582982702326,31260
64,"""",PUNCT,15884554869126768810,31260,ces,DET,10477575395255680452,31260
65,Y,CONJ,16961793518281001049,33260,forces,NOUN,3626645033601186758,31260
66,contesto,ADJ,17259951460524845126,33260,invisibles,ADJ,12187387111903990273,31260
67,.,PUNCT,12646065887601541794,31260,?,PUNCT,8205403955989537350,31260
68,Con,ADP,5520492700078303406,33260,Et,CCONJ,1620920187821177431,33260
69,les,PRON,5902437463952755554,33260,je,PRON,8612506203511071854,33260
70,Comiencen,VERB,17775137644983644390,35260,dis,VERB,4487820539454636764,33260
71,"""",PUNCT,15884554869126768810,33260,",",PUNCT,2593208677638477497,33260
72,:,PUNCT,11532473245541075862,33260,"""",PUNCT,15884554869126768810,33260
73,la,DET,6804705863737483857,33260,l',DET,11055277117081255759,33260
74,empatía,NOUN,14966699725020498588,33260,empathie,NOUN,14816720038344271310,33260
75,.,PUNCT,12646065887601541794,33260,.,PUNCT,12646065887601541794,33260
76,comienza,VERB,8198468517588344232,37260,Commencez,VERB,16842029680853567438,35260
77,con,ADP,6945313634251781056,35260,par,ADP,11560817535472117264,35260
78,la,DET,6804705863737483857,35260,l',DET,11055277117081255759,35260
79,empatía,NOUN,14966699725020498588,35260,empathie,NOUN,14816720038344271310,35260
80,.,PUNCT,12646065887601541794,35260,.,PUNCT,12646065887601541794,35260
81,Todo,PRON,1127858486081597420,37260,Tout,ADV,4497479093624956546,37260
82,empatía,NOUN,14966699725020498588,37260,commence,NOUN,970816546859106428,37260
83,por,ADP,18244196334509357400,37260,avec,ADP,18367549186037839347,37260
84,la,DET,6804705863737483857,37260,l',DET,11055277117081255759,37260
85,Sálganse,PROPN,4968401276326237094,40260,empathie,NOUN,14816720038344271310,37260
86,.,PUNCT,12646065887601541794,37260,.,PUNCT,12646065887601541794,37260
87,zapatos,NOUN,5420579100384798073,40260,Oubliez,NOUN,11102894825826801952,40260
88,sus,DET,11087495102510657763,40260,qui,PRON,18025162834834030610,40260
89,",",PUNCT,2593208677638477497,40260,vous,PRON,6151699640482831038,40260
90,pónganse,PROPN,8591007452601684938,42260,êtes,AUX,16603492929472111640,40260
91,de,ADP,11144093025662894627,40260,pour,ADP,4302925298007755726,42260
92,otro,PRON,2936243016579165257,42260,vous,PRON,6151699640482831038,42260
93,pongo,VERB,3275535213861290915,44260,mettre,VERB,9705990288127644434,42260
94,del,ADP,14178434899903659559,42260,dans,ADP,6959196919681770914,42260
95,los,DET,7307884290799599686,42260,la,DET,6804705863737483857,42260
96,"""",PUNCT,15884554869126768810,42260,peau,NOUN,13521640887439749627,42260
97,en,ADP,14626626061804382878,42260,d',ADP,18329478872494918915,42260
98,un,DET,12188161997964598936,44260,une,DET,16752500866415647,42260
99,Les,PRON,16238897526868850703,44260,autre,ADJ,5188504825155044570,42260
100,ejemplo,NOUN,7343501568198578495,44260,personne,NOUN,5160379149065496598,42260
101,.,PUNCT,12646065887601541794,42260,.,PUNCT,12646065887601541794,42260
102,.,PUNCT,12646065887601541794,44260,"""",PUNCT,15884554869126768810,42260
103,vida,NOUN,16889263832523057820,47260,Ici,NOUN,10866743825755811152,44260
104,mi,DET,8676063341920465065,47260,",",PUNCT,2593208677638477497,44260
105,Me,PRON,17688641098104964042,47260,je,PRON,8612506203511071854,44260
106,imagino,VERB,15795659614149996568,47260,vais,VERB,17994082318775013634,44260
