,0,1,2,3,4,5,6,7
0,Instead,ADV,7409197884842605392,16300,Je,PRON,2628248770713310789,12912
1,",",PUNCT,2593208677638477497,16300,appelle,AUX,1846980593719613199,12912
2,I,PRON,4690420944186131903,16300,m',PRON,9871122146191930138,12912
3,went,VERB,6077427682057990751,16300,Katrina,PROPN,5090002997397903264,12912
4,to,ADP,3791531372978436496,16300,Spade,PROPN,1504024197675060605,12912
5,architecture,NOUN,8777566262802878005,16300,et,CCONJ,13620178847145827813,12912
6,school,NOUN,13293160603192985325,16300,j',PRON,7275302914444174311,12912
7,to,PART,3791531372978436496,16300,ai,AUX,4489555979637837711,12912
8,learn,VERB,9664905639869093544,16300,grandi,VERB,5591668502762989715,12912
9,how,ADV,16331095434822636218,16300,dans,ADP,6959196919681770914,12912
10,to,PART,3791531372978436496,16300,une,DET,16752500866415647,12912
11,design,VERB,4105053907530138126,16300,famille,NOUN,12760435226039174353,12912
12,.,PUNCT,12646065887601541794,16300,médicale,ADJ,14316433448964577559,12912
13,I,PRON,4690420944186131903,29740,J',PRON,13625533891298606388,24680
14,was,AUX,9921686513378912864,29740,ai,AUX,4489555979637837711,24680
15,while,SCONJ,1039541750886098100,29740,fait,VERB,303196683033024630,24680
16,And,CCONJ,12172435438170721471,29740,une,DET,16752500866415647,24680
17,there,ADV,2112642640949226496,29740,école,NOUN,8656209310663779362,24680
18,0,0,0,0,d',ADP,18329478872494918915,24680
19,I,PRON,4690420944186131903,29740,architecture,NOUN,8777566262802878005,24680
20,to,PART,3791531372978436496,29740,pour,ADP,4302925298007755726,24680
21,began,VERB,10945255555151935078,29740,apprendre,VERB,13466809620543557557,24680
22,be,AUX,10382539506755952630,29740,à,ADP,1840659177240090782,24680
23,curious,ADJ,459690333339426324,29740,concevoir,VERB,213270785219317036,24680
24,",",PUNCT,2593208677638477497,29740,.,PUNCT,12646065887601541794,24680
25,about,ADP,942632335873952620,32140,Pendant,ADP,4050031323557468123,29920
26,what,PRON,5865838185239622912,32140,j',PRON,7275302914444174311,29920
27,would,VERB,6992604926141104606,32140,0,0,0,0
28,happen,VERB,193386613490856276,32140,commencé,VERB,5643808758484176907,29920
29,to,ADP,3791531372978436496,32140,",",PUNCT,2593208677638477497,29920
30,my,DET,227504873216781231,32140,cette,DET,13014437646612957149,29920
31,physical,ADJ,3449592307697518307,32140,ai,AUX,4489555979637837711,29920
32,body,NOUN,12275956947298454125,32140,période,NOUN,15019828504145261853,29920
33,after,ADP,13428508259213873547,32140,à,ADP,1840659177240090782,29920
34,I,PRON,4690420944186131903,32140,0,0,0,0
35,died,VERB,1228720749737493560,32140,mintéresser,VERB,1703218734598602989,29920
36,.,PUNCT,12646065887601541794,32140,0,0,0,0
37,0,0,0,0,sur,ADP,14175982410302701706,32320
38,What,PRON,5931147113347055926,36260,ce,PRON,5293259605002647980,32320
39,nearest,ADJ,2209973877704525773,36260,qui,PRON,18025162834834030610,32320
40,would,VERB,6992604926141104606,36260,arriverait,VERB,17129606226925776746,32320
41,and,CCONJ,2283656566040971221,36260,à,ADP,1840659177240090782,32320
42,my,DET,227504873216781231,36260,mon,DET,6098918823203764715,32320
43,dearest,ADJ,5451117878566384837,36260,corps,NOUN,8041066274305419141,32320
44,with,ADP,12510949447758279278,36260,après,ADP,15585056804782321368,32320
45,me,PRON,18197037023634208128,36260,ma,DET,14862970882317863919,32320
46,do,AUX,2158845516055552166,36260,mort,NOUN,17545349033671241320,32320
47,?,PUNCT,8205403955989537350,36260,.,PUNCT,12646065887601541794,32320
48,So,CCONJ,3893465145528745987,39780,Qu',PRON,2973740457338173844,36440
49,if,SCONJ,12446819118446800910,39780,est,AUX,14619786160612475726,36440
50,the,DET,7425985699627899538,39780,-,PUNCT,9153284864653046197,36440
51,existence,NOUN,4708766880135230039,39780,ce,PRON,5293259605002647980,36440
52,and,CCONJ,2283656566040971221,39780,-,PUNCT,9153284864653046197,36440
53,fact,NOUN,3814049101131682695,39780,que,SCONJ,11474801393294414462,36440
54,the,DET,7425985699627899538,39780,mes,DET,11263725817377229159,36440
55,own,ADJ,2646123857127441627,39780,proches,ADJ,15914073515304210171,36440
56,your,DET,1572612192562026184,39780,feraient,VERB,15835515701376050370,36440
57,of,ADP,886050111519832510,39780,de,ADP,11144093025662894627,36440
58,mortality,NOUN,4049288552337743768,39780,moi,PRON,3970053486024285833,36440
59,0,0,0,0,?,PUNCT,8205403955989537350,36440
60,does,AUX,1818273248662495384,43540,Si,SCONJ,17232677785023700288,39960
61,n't,PART,2043519015752540944,43540,l',DET,11055277117081255759,39960
62,get,AUX,2013399242189103424,43540,existence,NOUN,4708766880135230039,39960
63,you,PRON,7624161793554793053,43540,et,CCONJ,13620178847145827813,39960
64,0,0,0,0,la,DET,6804705863737483857,39960
65,",",PUNCT,2593208677638477497,43540,réalité,NOUN,6836198764758120299,39960
66,down,ADP,6421409113692203669,43540,de,ADP,11144093025662894627,39960
67,0,0,0,0,votre,DET,11359159872749569338,39960
68,0,0,0,0,propre,ADJ,18070621495724971681,39960
69,0,0,0,0,mortalité,NOUN,9725342441265924820,39960
70,the,DET,7425985699627899538,45260,ne,ADV,6065859282030310819,43720
71,state,NOUN,12763746643991857148,45260,vous,PRON,6151699640482831038,43720
72,of,ADP,886050111519832510,45260,pas,ADV,162626740300448766,43720
73,our,DET,17577015140245084783,45260,le,DET,13361843836202591494,43720
74,current,ADJ,7767688868289770563,45260,0,0,0,0
75,funerary,ADJ,1632095035922511634,45260,cafard,PROPN,1114468022958772650,43720
76,practices,NOUN,13805906486645978168,45260,0,0,0,0
77,will,VERB,18307573501153647118,45260,donnent,VERB,11214648629064689291,43720
78,.,PUNCT,12646065887601541794,45260,",",PUNCT,2593208677638477497,43720
79,Today,NOUN,9590909481597011968,49740,nos,DET,6968452539944589995,45440
80,",",PUNCT,2593208677638477497,49740,pratiques,ADJ,6083324213717543070,45440
81,almost,ADV,9970931496028849525,49740,funéraires,ADJ,13701063250027181332,45440
82,50,NUM,16774477578904899363,49740,actuelles,ADJ,17723358276256006706,45440
83,percent,NOUN,10567149558781529811,49740,le,PRON,13361843836202591494,45440
84,of,ADP,886050111519832510,49740,0,0,0,0
85,Americans,PROPN,11011508796349597242,49740,0,0,0,0
86,choose,VERB,289419744638753225,49740,0,0,0,0
87,conventional,ADJ,2879468130908510152,49740,feront,ADJ,16004828238019687067,45440
88,burial,NOUN,9013380284337651443,49740,0,0,0,0
89,.,PUNCT,12646065887601541794,49740,.,PUNCT,12646065887601541794,45440
90,Conventional,ADJ,2704503157605616371,55420,Actuellement,ADV,15770652840157474200,49920
91,",",PUNCT,2593208677638477497,55420,",",PUNCT,2593208677638477497,49920
92,begins,VERB,16855300407794689134,55420,presque,ADV,4580106547403534469,49920
93,with,ADP,12510949447758279278,55420,50,NUM,16774477578904899363,49920
94,burial,NOUN,9013380284337651443,55420,%,NOUN,16590897233515608007,49920
95,embalming,VERB,6644023629039057929,55420,des,DET,6923696665978021163,49920
96,0,0,0,0,Américains,NOUN,14654958629166308916,49920
97,0,0,0,0,choisissent,ADV,3633574834994736535,49920
98,0,0,0,0,l',DET,11055277117081255759,49920
99,0,0,0,0,enterrement,NOUN,5735952402690834478,49920
100,0,0,0,0,conventionnel,ADJ,14876314163596959031,49920
101,0,0,0,0,.,PUNCT,12646065887601541794,49920
102,where,ADV,16318918034475841628,57660,Il,PRON,4524258024941853120,55600
103,funeral,NOUN,14544891037502054193,57660,l',DET,11055277117081255759,55600
104,staff,NOUN,850430561872953815,57660,par,ADP,11560817535472117264,55600
105,drain,VERB,12660814219446721659,57660,commence,VERB,970816546859106428,55600
106,bodily,ADJ,5391521109106418001,57660,;,PUNCT,631425121691394544,55600
107,fluid,NOUN,16236707722436152047,57660,embaumement,NOUN,7146041419141016794,55600
108,and,CCONJ,2283656566040971221,60460,le,DET,13361843836202591494,57840
109,replace,VERB,7241019691970841236,60460,vide,VERB,13224693351699962432,57840
110,it,PRON,10239237003504588839,60460,funéraire,ADJ,2418152767187545941,57840
111,with,ADP,12510949447758279278,60460,personnel,NOUN,2262977077662507316,57840
112,a,DET,11901859001352538922,60460,les,DET,5902437463952755554,57840
113,mixture,NOUN,4626062627369077676,60460,fluides,NOUN,3160167828446697428,57840
114,designed,VERB,17637021903195912,60460,corporels,ADJ,18396127004565218857,57840
115,to,PART,3791531372978436496,60460,0,0,0,0
116,preserve,VERB,15324456858658354612,60460,0,0,0,0
117,the,DET,7425985699627899538,60460,0,0,0,0
118,corpse,NOUN,6427410419840367520,60460,0,0,0,0
119,and,CCONJ,2283656566040971221,64340,et,CCONJ,13620178847145827813,60640
120,it,PRON,10239237003504588839,64340,les,PRON,5902437463952755554,60640
121,give,VERB,11640825575873464194,64340,remplace,VERB,8564550199014227314,60640
122,lifelike,ADJ,1672420737833533085,64340,par,ADP,11560817535472117264,60640
123,a,DET,11901859001352538922,64340,un,DET,12188161997964598936,60640
124,glow,NOUN,10580061648673530125,64340,mélange,NOUN,14627474618389560969,60640
125,.,PUNCT,12646065887601541794,64340,destiné,VERB,5627876797352974212,60640
126,0,0,0,0,à,ADP,1840659177240090782,60640
127,0,0,0,0,préserver,VERB,8926301356249346101,60640
128,0,0,0,0,le,DET,13361843836202591494,60640
129,0,0,0,0,cadavre,NOUN,4722217291506667651,60640
130,Then,ADV,3636093925232013737,67260,et,CCONJ,13620178847145827813,64520
131,",",PUNCT,2593208677638477497,67260,0,0,0,0
132,as,SCONJ,7437575085468336610,67260,0,0,0,0
133,you,PRON,7624161793554793053,67260,lui,PRON,18433398419770100958,64520
134,know,VERB,7743033266031195906,67260,donner,VERB,16738728089299737102,64520
135,",",PUNCT,2593208677638477497,67260,.,PUNCT,12646065887601541794,64520
136,bodies,NOUN,6357372336015310900,67260,air,NOUN,11605145041906211243,64520
137,are,AUX,5012629990875267006,67260,vivant,ADJ,17659330068605316492,64520
138,buried,VERB,14331762987891520163,67260,0,0,0,0
139,in,ADP,3002984154512732771,67260,0,0,0,0
140,a,DET,11901859001352538922,67260,l',DET,11055277117081255759,64520
141,casket,NOUN,11323384512454415657,67260,0,0,0,0
142,in,ADP,3002984154512732771,70820,Ensuite,ADV,16790873606680388169,67440
143,-,PUNCT,9153284864653046197,70820,",",PUNCT,2593208677638477497,67440
144,0,0,0,0,comme,SCONJ,6699011506843298584,67440
145,0,0,0,0,vous,PRON,6151699640482831038,67440
146,a,DET,11901859001352538922,70820,le,DET,13361843836202591494,67440
147,grave,NOUN,837152102275779156,70820,savez,NOUN,14762060417998677156,67440
148,0,0,0,0,",",PUNCT,2593208677638477497,67440
149,0,0,0,0,les,DET,5902437463952755554,67440
150,concrete,NOUN,9734485228041438681,70820,corps,NOUN,8041066274305419141,67440
151,0,0,0,0,sont,AUX,2183785841973629617,67440
152,lined,VERB,16024573117249872646,70820,enterrés,VERB,2603777896954533969,67440
153,0,0,0,0,dans,ADP,6959196919681770914,67440
154,0,0,0,0,un,DET,12188161997964598936,67440
155,0,0,0,0,cercueil,NOUN,11308365641297168139,67440
156,in,ADP,3002984154512732771,73020,dans,ADP,6959196919681770914,71000
157,a,DET,11901859001352538922,73020,une,DET,16752500866415647,71000
158,cemetery,NOUN,14818378577693604854,73020,tombe,NOUN,3322264072505818279,71000
159,0,0,0,0,doublée,VERB,11900546231763098314,71000
160,0,0,0,0,en,ADP,14626626061804382878,71000
161,0,0,0,0,béton,NOUN,3761122482660685412,71000
162,.,PUNCT,12646065887601541794,73020,",",PUNCT,2593208677638477497,71000
163,All,DET,3199372179527662625,76300,un,DET,12188161997964598936,73200
164,told,VERB,1245643389253732868,76300,0,0,0,0
165,",",PUNCT,2593208677638477497,76300,.,PUNCT,12646065887601541794,73200
166,in,ADP,3002984154512732771,76300,dans,ADP,6959196919681770914,73200
167,US,PROPN,15397641858402276818,76300,0,0,0,0
168,cemeteries,NOUN,2830597136645169746,76300,cimetière,NOUN,13118645316739101475,73200
169,",",PUNCT,2593208677638477497,76300,0,0,0,0
170,we,PRON,16064069575701507746,78620,Au,NOUN,13827004177159200908,76480
171,bury,VERB,3959045469477158662,78620,",",PUNCT,2593208677638477497,76480
172,enough,ADJ,5083403373732563023,78620,total,ADJ,12505506919507411536,76480
173,metal,NOUN,12752121960801696330,78620,cimetières,NOUN,8967932005361913325,76480
174,to,PART,3791531372978436496,78620,dans,ADP,6959196919681770914,76480
175,build,VERB,15542623189494043735,78620,0,0,0,0
176,a,DET,11901859001352538922,78620,les,DET,5902437463952755554,76480
177,Golden,PROPN,2426593240721972290,78620,américains,ADJ,17286495349001204498,76480
178,Gate,PROPN,6309177526125993087,78620,0,0,0,0
179,Bridge,PROPN,6257910264862811064,78620,0,0,0,0
180,",",PUNCT,2593208677638477497,78620,",",PUNCT,2593208677638477497,76480
