,0,1,2,3,4,5,6,7
0,estaba,AUX,14917719296641627475,33000,ont,AUX,4980175405888007940,33000
1,dijo,VERB,8367545516374751326,33000,dit,VERB,17081335077687568740,33000
2,que,SCONJ,11474801393294414462,33000,qu',SCONJ,13574260379477198189,33000
3,asustado,ADJ,13177456711602117960,33000,ils,PRON,7400529878339724166,33000
4,estoy,AUX,14706404543211496139,33000,avaient,AUX,3163488656981493304,33000
5,pero,CONJ,4949779210556390094,37000,peur,NOUN,3577857403952471837,33000
6,.,PUNCT,12646065887601541794,33000,.,PUNCT,12646065887601541794,33000
7,Yo,PRON,2551954419372217230,33000,Je,PRON,2628248770713310789,33000
8,no,ADV,13055779130471031426,33000,ne,ADV,6065859282030310819,33000
9,sé,VERB,18088742645042924186,33000,sais,VERB,7555694786626883578,33000
10,asustada,ADJ,9497624965800459446,33000,pas,ADV,162626740300448766,33000
11,si,SCONJ,13884469947995795204,33000,si,SCONJ,13884469947995795204,33000
12,ésta,PRON,1990796806054069687,37000,j',PRON,7275302914444174311,33000
13,es,AUX,10343076919720641053,37000,ai,AUX,4489555979637837711,33000
14,la,DET,6804705863737483857,37000,peur,NOUN,3577857403952471837,33000
15,",",PUNCT,2593208677638477497,33000,",",PUNCT,2593208677638477497,33000
16,primera,ADJ,7070894873218415832,37000,mais,CCONJ,3927803321315481089,37000
17,que,PRON,11474801393294414462,37000,c',PRON,3614287697118523228,37000
18,dirijo,VERB,13540384722012139220,37000,est,AUX,14619786160612475726,37000
19,un,DET,12188161997964598936,37000,la,DET,6804705863737483857,37000
20,a,ADP,11901859001352538922,37000,première,ADJ,17888992579011702209,37000
21,público,NOUN,10024981358365153720,37000,fois,NOUN,25389435430533786,37000
22,como,SCONJ,3817173063683202752,37000,que,SCONJ,11474801393294414462,37000
23,me,PRON,18197037023634208128,37000,je,PRON,8612506203511071854,37000
24,éste,PRON,711483120000067044,37000,m',PRON,9871122146191930138,37000
25,tengo,VERB,7324164443595346055,41000,adresse,VERB,3042368666670531095,37000
26,Y,CONJ,16961793518281001049,41000,à,ADP,1840659177240090782,37000
27,ningún,DET,2454387163103737880,41000,une,DET,16752500866415647,37000
28,tipo,NOUN,4791739812770415521,41000,audience,NOUN,1887105629196476915,37000
29,de,ADP,11144093025662894627,41000,comme,ADP,6699011506843298584,37000
30,yo,PRON,8387856443177761115,41000,celle,PRON,12052992585791594224,37000
31,.,PUNCT,12646065887601541794,37000,-,PUNCT,9153284864653046197,37000
32,traigo,PROPN,4311551502475604621,45000,ci,PROPN,8576825348456832188,37000
33,.,PUNCT,12646065887601541794,41000,.,PUNCT,12646065887601541794,37000
34,última,ADJ,13888214607682824364,41000,Et,CCONJ,1620920187821177431,41000
35,tecnología,NOUN,3431151063878907770,41000,je,PRON,8612506203511071854,41000
36,no,ADV,13055779130471031426,41000,n',ADV,6790753473526118935,41000
37,ofreceros,NOUN,15289594017762115048,41000,ai,VERB,4489555979637837711,41000
38,diapositivas,ADJ,734950448380763453,45000,rien,PRON,1536298915689610170,41000
39,para,ADP,17491956544424926374,41000,de,ADP,11144093025662894627,41000
40,No,ADV,9692231336188541085,45000,technologiquement,ADV,695544055359596497,41000
41,así,ADV,13388538489347049961,45000,intelligent,ADV,16447891192837240860,41000
42,",",PUNCT,2593208677638477497,45000,à,ADP,1840659177240090782,41000
43,que,SCONJ,11474801393294414462,45000,vous,PRON,6151699640482831038,41000
44,tendréis,VERB,12128705859615053662,45000,montrer,VERB,18072471512532703544,41000
45,.,PUNCT,12646065887601541794,45000,.,PUNCT,12646065887601541794,41000
46,que,SCONJ,11474801393294414462,45000,Il,PRON,4524258024941853120,45000
47,conformaros,NOUN,9363873780207399326,45000,n',ADV,6790753473526118935,45000
48,conmigo,PRON,14211479878505843858,45000,y,PRON,9409450202036847209,45000
49,(,PUNCT,12638816674900267446,48000,a,VERB,11901859001352538922,45000
50,Risas,PROPN,1052418954792767806,48000,pas,ADV,162626740300448766,45000
51,Lo,DET,3892584616005055440,51000,de,DET,11144093025662894627,45000
52,mañana,NOUN,15916546618663248448,51000,transparents,NOUN,10827413859299873629,45000
53,),PUNCT,3842344029291005339,48000,",",PUNCT,2593208677638477497,45000
54,me,PRON,18197037023634208128,51000,vous,PRON,6151699640482831038,45000
55,gustaría,VERB,17422621297144130604,51000,aurez,VERB,12004298656892617090,45000
56,esta,DET,5821559423218928566,51000,à,ADP,1840659177240090782,45000
57,que,PRON,11474801393294414462,51000,vous,PRON,6151699640482831038,45000
58,hacer,VERB,17672920047749692400,51000,contenter,VERB,13722678075289100900,45000
59,con,ADP,6945313634251781056,51000,de,ADP,11144093025662894627,45000
60,es,AUX,10343076919720641053,51000,moi,PRON,3970053486024285833,45000
61,compartir,VERB,6695879590777822375,51000,.,PUNCT,12646065887601541794,45000
62,vosotros,NOUN,8332434907095468235,51000,(,PUNCT,12638816674900267446,48000
63,par,NOUN,11560817535472117264,51000,Rires,NOUN,11291050488124262083,48000
64,un,DET,12188161997964598936,51000,),PUNCT,3842344029291005339,48000
65,de,ADP,11144093025662894627,51000,Ce,PRON,10217257574287006157,51000
66,historias,NOUN,15868718464784501436,51000,que,PRON,11474801393294414462,51000
67,Ya,ADV,7497900188702657289,57000,je,PRON,8612506203511071854,51000
68,esta,DET,5821559423218928566,57000,veux,PRON,7883451973128120010,51000
69,ha,AUX,8521863001484601166,57000,faire,VERB,3866958562204505264,51000
70,algunas,DET,4272547645188157321,57000,ce,DET,5293259605002647980,51000
71,mañana,NOUN,15916546618663248448,57000,matin,NOUN,8722915570752869512,51000
72,África,PROPN,7170410645604261618,57000,",",PUNCT,2593208677638477497,51000
73,hacia,ADP,7757292051082942970,57000,c',PRON,3614287697118523228,51000
74,habido,AUX,7859936733745118195,57000,est,AUX,14619786160612475726,51000
75,hablar,VERB,18160074541727627272,64000,partager,VERB,8765261129119767485,51000
76,la,DET,6804705863737483857,57000,quelques,DET,9823807482778656159,51000
77,alusiones,NOUN,2660726511377653157,57000,histoires,NOUN,3313759689670307661,51000
78,de,ADP,11144093025662894627,64000,avec,ADP,18367549186037839347,51000
79,que,PRON,11474801393294414462,64000,vous,PRON,6151699640482831038,51000
80,la,DET,6804705863737483857,64000,Ce,DET,10217257574287006157,57000
81,tiempo,NOUN,3897009725270815938,64000,matin,NOUN,8722915570752869512,57000
82,oís,PROPN,2070160291156358969,64000,déjà,ADV,16914957675802460112,57000
83,el,DET,11488171005156075516,64000,il,PRON,8081183868394845856,57000
84,todo,DET,1039296168925561739,64000,y,PRON,9409450202036847209,57000
85,:,PUNCT,11532473245541075862,64000,a,AUX,11901859001352538922,57000
86,África,PROPN,7170410645604261618,64000,eu,VERB,4859553437162253712,57000
87,la,DET,6804705863737483857,64000,plusieurs,DET,12238705327649694374,57000
88,VIH,PROPN,12387595633673898333,64000,allusions,NOUN,1966380329238846527,57000
89,del,ADP,14178434899903659559,64000,à,ADP,1840659177240090782,57000
90,la,DET,6804705863737483857,69000,l',DET,11055277117081255759,57000
91,SIDA,PROPN,11883352113128747297,64000,Afrique,PROPN,12240427746564662082,57000
92,",",PUNCT,2593208677638477497,64000,dont,PRON,4501752004708075930,64000
93,/,PUNCT,2466615745961202537,64000,vous,PRON,6151699640482831038,64000
94,África,PROPN,7170410645604261618,69000,entendez,VERB,3409818686444370289,64000
95,de,ADP,11144093025662894627,69000,tout,ADJ,15661096398690594318,64000
96,la,DET,6804705863737483857,69000,le,DET,13361843836202591494,64000
97,malaria,NOUN,10211283478837015997,69000,temps,NOUN,8980423852226619333,64000
98,de,ADP,11144093025662894627,69000,parler,VERB,3955094953687558631,64000
99,",",PUNCT,2593208677638477497,69000,:,PUNCT,11532473245541075862,64000
100,la,DET,6804705863737483857,69000,l',DET,11055277117081255759,64000
101,África,PROPN,7170410645604261618,69000,Afrique,PROPN,12240427746564662082,64000
102,la,DET,6804705863737483857,69000,du,DET,17166863280368009634,64000
103,pobreza,NOUN,7088903841554053877,69000,VIH,NOUN,12387595633673898333,64000
104,del,ADP,14178434899903659559,69000,/,ADP,2466615745961202537,64000
105,África,PROPN,7170410645604261618,69000,SIDA,PROPN,11883352113128747297,64000
106,",",PUNCT,2593208677638477497,69000,",",PUNCT,2593208677638477497,64000
107,la,DET,6804705863737483857,69000,l',DET,11055277117081255759,69000
108,África,PROPN,7170410645604261618,75000,Afrique,PROPN,12240427746564662082,69000
109,y,CONJ,9409450202036847209,75000,du,DET,17166863280368009634,69000
110,conflicto,NOUN,9513205965096357589,69000,paludisme,NOUN,2297984802940682079,69000
111,",",PUNCT,2593208677638477497,69000,",",PUNCT,2593208677638477497,69000
112,la,DET,6804705863737483857,75000,l',DET,11055277117081255759,69000
113,de,ADP,11144093025662894627,75000,Afrique,PROPN,12240427746564662082,69000
114,A,ADP,14862748245026736845,78000,de,ADP,11144093025662894627,69000
115,los,DET,7307884290799599686,75000,la,DET,6804705863737483857,69000
116,desastres,NOUN,6625444650554225741,75000,pauvreté,NOUN,9293578529846396105,69000
117,.,PUNCT,12646065887601541794,75000,",",PUNCT,2593208677638477497,69000
118,es,AUX,10343076919720641053,78000,l',DET,11055277117081255759,69000
119,de,ADP,11144093025662894627,78000,Afrique,PROPN,12240427746564662082,69000
120,que,SCONJ,11474801393294414462,78000,des,DET,6923696665978021163,69000
121,pesar,NOUN,16566117842302738968,78000,conflits,NOUN,4894739321364726234,69000
122,cierto,ADJ,7125988886725757465,78000,",",PUNCT,2593208677638477497,69000
123,que,SCONJ,11474801393294414462,78000,et,CCONJ,13620178847145827813,75000
124,esas,DET,10655423642715274542,78000,l',DET,11055277117081255759,75000
125,siguen,AUX,1574721862207340135,78000,Afrique,PROPN,12240427746564662082,75000
126,una,DET,1019041181156623609,82000,des,DET,6923696665978021163,75000
127,cosas,NOUN,399513973913231652,78000,catastrophes,NOUN,8636801090555129222,75000
128,",",PUNCT,2593208677638477497,78000,.,PUNCT,12646065887601541794,75000
129,todavía,ADV,10177267277660848382,78000,Bien,ADV,3473047702097319674,78000
130,ocurriendo,VERB,520418583169719124,78000,qu',SCONJ,13574260379477198189,78000
131,que,PRON,11474801393294414462,82000,il,PRON,8081183868394845856,78000
